id,pid,userId,status,reason,vehicle,plateNumber,timestamp
"6855011253af2f93eaf89a4f","9e84ce05hbshdsdus",,"DENIED","UID tidak terdaftar","NO_VEHICLE",,"2025-06-20T06:34:58.052Z"
"6855202cf911b895e3a6bb4d","sdjsdjsdns",,"DENIED","UID tidak terdaftar","CAR",,"2025-06-20T08:47:40.960Z"
"68552062f911b895e3a6bb4e","sdjsdjsdns",,"DENIED","UID tidak terdaftar","BIKE",,"2025-06-20T08:48:34.213Z"
"685629fc8eb2f1da7c96b391","9e84ce000",,"DENIED","UID tidak terdaftar",,,"2025-06-21T03:41:48.111Z"
"685662d110f50a9d9bcc56db","9e84ce000",,"DENIED","UID tidak terdaftar",,,"2025-06-21T07:44:17.677Z"
"685662ed10f50a9d9bcc56dc","9e84ce000",,"DENIED","UID tidak terdaftar",,,"2025-06-21T07:44:45.763Z"
"685665a210f50a9d9bcc56dd","9e84ce000",,"DENIED","UID tidak terdaftar",,,"2025-06-21T07:56:18.723Z"
"685665d010f50a9d9bcc56de","9e84ce000",,"DENIED","UID tidak terdaftar",,,"2025-06-21T07:57:04.198Z"
"68566e3910f50a9d9bcc56df","9e84ce000",,"DENIED","UID tidak terdaftar",,,"2025-06-21T08:32:57.253Z"
"68566f7210f50a9d9bcc56e0","9e84ce000",,"DENIED","UID tidak terdaftar",,,"2025-06-21T08:38:10.384Z"
"68567e4510f50a9d9bcc56e1","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-21T09:41:25.555Z"
"68567e4910f50a9d9bcc56e2","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-21T09:41:29.848Z"
"68567e5110f50a9d9bcc56e3","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-21T09:41:37.297Z"
"68567e5910f50a9d9bcc56e4","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-21T09:41:45.315Z"
"68567e5f10f50a9d9bcc56e5","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-21T09:41:51.548Z"
"68567e7610f50a9d9bcc56e6","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-21T09:42:14.135Z"
"68567e7a10f50a9d9bcc56e7","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-21T09:42:18.537Z"
"68567e7e10f50a9d9bcc56e8","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-21T09:42:22.225Z"
"685cfd0aa33ab5ceaf174f77","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-26T07:55:54.340Z"
"685d0195cbd68eea5eb00286","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-26T08:15:17.979Z"
"685d063ccbd68eea5eb00287","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-26T08:35:08.863Z"
"685d0691cbd68eea5eb00288","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-26T08:36:33.622Z"
"685d0833cbd68eea5eb00289","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"CAR",,"2025-06-26T08:43:31.399Z"
"685dad97753312d66d24658b","9e84ce0500",,"DENIED","UID tidak terdaftar",,,"2025-06-26T20:29:11.929Z"
"685dad98753312d66d24658c","9e84ce0500",,"DENIED","UID tidak terdaftar",,,"2025-06-26T20:29:12.502Z"
"685dadea753312d66d24658d","9e84ce0500",,"DENIED","UID tidak terdaftar",,,"2025-06-26T20:30:34.475Z"
"685dadea753312d66d24658e","9e84ce0500",,"DENIED","UID tidak terdaftar",,,"2025-06-26T20:30:34.491Z"
"685db240753312d66d24658f","9e84ce0500",,"DENIED","UID tidak terdaftar","NO_VEHICLE",,"2025-06-26T20:49:04.355Z"
"685db240753312d66d246590","9e84ce0500",,"DENIED","UID tidak terdaftar",,,"2025-06-26T20:49:04.530Z"
"685db24d753312d66d246591","9e84ce0500",,"DENIED","UID tidak terdaftar","NO_VEHICLE",,"2025-06-26T20:49:17.926Z"
"685db24e753312d66d246592","9e84ce0500",,"DENIED","UID tidak terdaftar",,,"2025-06-26T20:49:18.081Z"
"685db2c1753312d66d246593","9e84ce0500",,"DENIED","UID tidak terdaftar","NO_VEHICLE",,"2025-06-26T20:51:13.580Z"
"685db2c1753312d66d246594","9e84ce0500",,"DENIED","UID tidak terdaftar",,,"2025-06-26T20:51:13.750Z"
"685db2c8753312d66d246595","9e84ce0500",,"DENIED","UID tidak terdaftar","NO_VEHICLE",,"2025-06-26T20:51:20.558Z"
"685e05fa34179e3f6ad0c922","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T02:46:18.468Z"
"685e060734179e3f6ad0c923","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T02:46:31.097Z"
"685e062734179e3f6ad0c924","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"CAR",,"2025-06-27T02:47:03.210Z"
"685e28a034179e3f6ad0c925","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T05:14:08.375Z"
"685e28b234179e3f6ad0c926","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T05:14:26.177Z"
"685e28bf34179e3f6ad0c927","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T05:14:39.964Z"
"685e28d534179e3f6ad0c928","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:15:01.552Z"
"685e28e534179e3f6ad0c929","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:15:17.351Z"
"685e2ada34179e3f6ad0c92a","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:23:38.747Z"
"685e2e7134179e3f6ad0c92b","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:38:57.572Z"
"685e2e8a34179e3f6ad0c92c","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:39:22.137Z"
"685e2ebc34179e3f6ad0c92d","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:40:12.977Z"
"685e2ebd34179e3f6ad0c92e","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:40:13.993Z"
"685e2fde34179e3f6ad0c92f","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:45:02.776Z"
"685e303b34179e3f6ad0c930","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:46:35.023Z"
"685e304234179e3f6ad0c931","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T05:46:42.020Z"
"685e36c834179e3f6ad0c932","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:14:32.811Z"
"685e36d934179e3f6ad0c933","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T06:14:49.693Z"
"685e36df34179e3f6ad0c934","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:14:55.644Z"
"685e36ef34179e3f6ad0c935","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:15:11.246Z"
"685e36fc34179e3f6ad0c936","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:15:24.253Z"
"685e370f34179e3f6ad0c937","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:15:43.855Z"
"685e372034179e3f6ad0c938","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:16:00.864Z"
"685e372634179e3f6ad0c939","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:16:06.043Z"
"685e375d34179e3f6ad0c93a","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:17:01.057Z"
"685e379f34179e3f6ad0c93b","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T06:18:07.673Z"
"685e37c534179e3f6ad0c93c","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T06:18:45.328Z"
"685e37e434179e3f6ad0c93d","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T06:19:16.798Z"
"685e37ef34179e3f6ad0c93e","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T06:19:27.075Z"
"685e37f734179e3f6ad0c93f","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:19:35.864Z"
"685e381b34179e3f6ad0c940","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:20:11.060Z"
"685e382034179e3f6ad0c941","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:20:16.489Z"
"685e383734179e3f6ad0c942","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:20:39.215Z"
"685e38da34179e3f6ad0c943","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:23:22.874Z"
"685e38e934179e3f6ad0c944","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T06:23:37.674Z"
"685e390834179e3f6ad0c945","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:24:08.094Z"
"685e393434179e3f6ad0c946","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:24:52.879Z"
"685e3a8234179e3f6ad0c947","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:30:26.618Z"
"685e3abb34179e3f6ad0c948","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:31:23.006Z"
"685e3ad434179e3f6ad0c949","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:31:48.995Z"
"685e3ff434179e3f6ad0c94a","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:53:40.872Z"
"685e401534179e3f6ad0c94b","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:54:13.029Z"
"685e402534179e3f6ad0c94c","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:54:29.445Z"
"685e410e34179e3f6ad0c94d","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:58:22.864Z"
"685e412634179e3f6ad0c94e","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T06:58:46.266Z"
"685e449d34179e3f6ad0c94f","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:13:33.999Z"
"685e44b534179e3f6ad0c950","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif",,,"2025-06-27T07:13:57.799Z"
"685e44bd34179e3f6ad0c951","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif",,,"2025-06-27T07:14:05.002Z"
"685e44c334179e3f6ad0c952","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:14:11.601Z"
"685e44dc34179e3f6ad0c953","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T07:14:36.896Z"
"685e450334179e3f6ad0c954","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:15:15.602Z"
"685e457534179e3f6ad0c955","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:17:09.804Z"
"685e457f34179e3f6ad0c956","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:17:19.802Z"
"685e458734179e3f6ad0c957","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:17:27.400Z"
"685e459234179e3f6ad0c958","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:17:38.004Z"
"685e45b034179e3f6ad0c959","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T07:18:08.267Z"
"685e4ba734179e3f6ad0c95a","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","BIKE",,"2025-06-27T07:43:35.534Z"
"685e4bb434179e3f6ad0c95b","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T07:43:48.316Z"
"685e4bb934179e3f6ad0c95c","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T07:43:53.333Z"
"685e4be134179e3f6ad0c95d","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","BIKE",,"2025-06-27T07:44:33.711Z"
"685e4c4034179e3f6ad0c95e","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T07:46:08.326Z"
"685e4c4634179e3f6ad0c95f","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T07:46:14.525Z"
"685e4c9a34179e3f6ad0c960","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T07:47:38.105Z"
"685e4cc134179e3f6ad0c961","sdjsdjsdns",,"DENIED","UID tidak terdaftar","BIKE",,"2025-06-27T07:48:17.701Z"
"685e4d4734179e3f6ad0c962","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T07:50:31.588Z"
"685e4d5134179e3f6ad0c963","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T07:50:41.514Z"
"685e4d5c34179e3f6ad0c964","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","BIKE",,"2025-06-27T07:50:52.713Z"
"685e4d6834179e3f6ad0c965","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","BIKE",,"2025-06-27T07:51:04.117Z"
"685e4d7234179e3f6ad0c966","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T07:51:14.941Z"
"685e4d7b34179e3f6ad0c967","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T07:51:23.902Z"
"685e4d8034179e3f6ad0c968","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T07:51:28.914Z"
"685e4d8534179e3f6ad0c969","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T07:51:33.926Z"
"685e4d8e34179e3f6ad0c96a","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:51:42.265Z"
"685e4d9234179e3f6ad0c96b","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif",,,"2025-06-27T07:51:46.852Z"
"685e4d9834179e3f6ad0c96c","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif",,,"2025-06-27T07:51:52.653Z"
"685e4d9d34179e3f6ad0c96d","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:51:57.052Z"
"685e4def34179e3f6ad0c96e","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:53:19.253Z"
"685e4df434179e3f6ad0c96f","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:53:24.654Z"
"685e4e0834179e3f6ad0c970","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","BIKE",,"2025-06-27T07:53:44.692Z"
"685e4eddffa7da25434fc8f9","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:57:17.877Z"
"685e4edeffa7da25434fc8fa","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:57:18.094Z"
"685e4ee2ffa7da25434fc8fb","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:57:22.681Z"
"685e4ee7ffa7da25434fc8fc","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:57:27.074Z"
"685e4eebffa7da25434fc8fd","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif",,,"2025-06-27T07:57:31.665Z"
"685e4ef1ffa7da25434fc8fe","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:57:37.868Z"
"685e4ef6ffa7da25434fc8ff","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:57:42.059Z"
"685e4f24ffa7da25434fc900","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:58:28.737Z"
"685e4f2bffa7da25434fc901","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:58:35.867Z"
"685e4f3affa7da25434fc902","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T07:58:50.062Z"
"685e4f3fffa7da25434fc903","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:58:55.663Z"
"685e4f4cffa7da25434fc904","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:59:08.463Z"
"685e4f53ffa7da25434fc905","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:59:15.061Z"
"685e4f5effa7da25434fc906","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:59:26.262Z"
"685e4f64ffa7da25434fc907","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif",,,"2025-06-27T07:59:32.678Z"
"685e4fe5ffa7da25434fc908","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,,,"2025-06-27T08:01:41.425Z"
"685e4feeffa7da25434fc909","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif",,,"2025-06-27T08:01:50.024Z"
"685e4ffcffa7da25434fc90a","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:02:04.237Z"
"685e5003ffa7da25434fc90b","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:02:11.743Z"
"685e5008ffa7da25434fc90c","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:02:16.957Z"
"685e5011ffa7da25434fc90d","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:02:25.540Z"
"685e504cffa7da25434fc90e","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:03:24.945Z"
"685e5179ffa7da25434fc90f","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:08:25.745Z"
"685e517effa7da25434fc910","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:08:30.741Z"
"685e5183ffa7da25434fc911","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:08:35.757Z"
"685e518bffa7da25434fc912","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:08:43.344Z"
"685e51ddffa7da25434fc913","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:10:05.345Z"
"685e51e2ffa7da25434fc914","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:10:10.137Z"
"685e51e8ffa7da25434fc915","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:10:16.936Z"
"685e5211ffa7da25434fc916","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"BIKE",,"2025-06-27T08:10:57.999Z"
"685e52acffa7da25434fc917","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:13:32.752Z"
"685e52b1ffa7da25434fc918","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:13:37.139Z"
"685e52b4ffa7da25434fc919","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:13:40.540Z"
"685e53ccffa7da25434fc91a","6b403c02","683d1ac36fae55f399ce5f19","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:18:20.158Z"
"685e53d0ffa7da25434fc91b","c4df4202","683be4a11cd41fe74b91c584","DENIED","User tidak aktif","NO_VEHICLE",,"2025-06-27T08:18:24.557Z"
"685e53d4ffa7da25434fc91c","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:18:28.004Z"
"685e53deffa7da25434fc91d","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:18:38.347Z"
"685e53ebffa7da25434fc91e","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:18:51.661Z"
"685e5ce4ffa7da25434fc91f","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:57:08.595Z"
"685e5d44ffa7da25434fc920","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:58:44.379Z"
"685e5d4dffa7da25434fc921","9e84ce05","683be4831cd41fe74b91c583","GRANTED",,"NO_VEHICLE",,"2025-06-27T08:58:53.797Z"
